DOCID,docid,title,titleEng,directors,nation,plots,runtime,rating,genre,repRlsDate,keywords,posters,stlls,vods,audiAcc
F39520,, 넬리,Nelly,"{'director': [{'directorNm': '안에몽', 'directorEnNm': '', 'directorId': ''}]}",캐나다,"{'plot': [{'plotLang': '한국어', 'plotText': '낮에는 소설가 밤에는 매춘부 문제적 소설  창녀 의 작가 넬리 아르캉의 충격적 실화가 밝혀진다!.1973년에 캐나다 퀘벡에서 태어난 여류 소설가 넬리 아르캉은 프랑스와 캐나다 문단의 총아로 추앙 받은 인물이다. 그녀는 실제로 5년 동안 매춘에 종사했던 경험을 바탕으로 2005년 자전적 소설  창녀 를 발표해 베스트셀러에 오르며 주목을 받았다. 이후  미친 여자 등 두 번째 장편 소설을 출간하며 승승장구하다가 2009년 36세의 짧은 나이에 스스로 목숨을 끊으며 충격을 안겨주었다.   넬리 는 작가, 누군가의 연인, 매춘부 그리고 스타라는, 도저히 양립할 수 없는 정체성들의 사이에서 길을 잃은 한 여성의 초상이다.'}]}",100,18세관람가(청소년관람불가),드라마,20170824,,http://file.koreafilm.or.kr/thm/02/00/04/46/tn_DPF013645.jpg,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K16420,, 유리정원,Glass Garden (Yu-li-jeong-won),"{'director': [{'directorNm': '신수원', 'directorEnNm': 'Sin Su-won', 'directorId': '00044029'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '베스트셀러에 감춰진 충격적인 비밀! “순수한 건 오염되기 쉽죠”엽록체를 이용한 인공혈액을 연구하던 과학도 ‘재연’(문근영)은 후배에게 연구 아이템을 도둑맞고 사랑하는 사람마저 빼앗겨 어릴 적 자랐던 숲 속의 유리정원 안에 스스로를 고립한다. 한편, 첫 소설의 실패로 슬럼프를 겪던 무명작가 ‘지훈’(김태훈)은 우연히 알게 된 재연의 삶을 훔쳐보며 초록의 피가 흐르는 여인에 대한 소설을 연재해 순식간에 인기 작가 반열에 오른다. 그러던 어느 날, 충격적인 미제 사건의 범인으로 재연이 지목되고, 이 사건이 지훈의 소설 속 이야기와 동일하다는 사실이 알려지면서 세상을 시끄럽게 만드는데... 과연 재연의 유리정원에서 무슨 일이 일어났던 것일까?'}, {'plotLang': '한국어', 'plotText': 'PROGRAM NOTE어딘가 식물을 닮은 여자가 있다. 다리에 장애를 가진 이 여자는 남들 눈에 띄지 않으려 조심하며 묵묵히 자기 일에만 전념한다. 세상은 이런 그녀를 조용히 내버려두지 않는다. 여자는 버림받고 상처를 입은 채 숲속 자기만의 공간으로 숨어들어간다.  유리정원 은 한 여인의 사랑과 아픔을 환상과 현실 사이에서 신수원 감독만의 독특한 스타일로 보여주는 영화다. 동물적 욕망과 질서로 가득 찬 세상에서 식물로 살아야 하는 여자의 가슴 아픈 복수극이기도 하다. 오랜만에 스크린에 복귀한 문근영이 식물을 닮은 여인, 재연을 연기한다. 재연은 생명공학연구소에서 일하며 연구소의 교수와 사랑하는 사이다. 그녀는 아버지의 벌목으로 저주를 받아 다리에 장애가 생겼다고 믿는다. 재연은 나무에 영혼이 있다고 생각하며 식물의 세포를 통해 인간 생명을 연장할 수 있는 실험에 몰두한다. 실험은 더디게 진행되고 재연의 행복은 오래가지 못한다. 교수는 연구소에서 새로운 애인을 만들고 재연은 버림받는다. 교수와 그의 새 애인은 재연의 연구 성과마저 가로챈다. 한편 홀로 사는 재연을 멀리서 지켜보는 무명 소설가가 있다. 그는 선배 작가에게 표절 시비를 걸었다가 문단에서 매장을 당한 상황. 재연에게 호기심을 느낀 소설가는 재연이 숨은 숲속 공간까지 찾아가 그녀의 이야기를 소설로 쓸 욕심을 낸다. 그리고 상상 못 한 충격적인 사실을 발견한다. (남동철)'}, {'plotLang': '영어', 'plotText': 'Despite her disabled leg, the Ph.D. student Jae-yeon is a brilliant researcher with a rare ability to communicate with nature. Having been hurt by her hypocrite colleague and lover, she turns her back to the world and goes deep into the forest to live alone in a glass garden.  Meanwhile a novelist Ji-hoon develops a fascination for Jae-yeon and, despite her cold reception, begins to hover around her. Inspired by her, he eventually writes a novel about her titled The Glass Garden. Jae-yeon slowly begins to open up to him. However, he realizes that something mysterious is happening in the glass garden and, shocked and confused, he makes a crucial mistake which there will be no return.'}]}",117,12세관람가,"미스터리,드라마",20171025,,http://file.koreafilm.or.kr/thm/02/00/04/69/tn_DPK013631.jpg|http://file.koreafilm.or.kr/thm/02/00/04/69/tn_DPK013633.jpg|http://file.koreafilm.or.kr/thm/02/00/04/69/tn_DPK013630.jpg|http://file.koreafilm.or.kr/thm/02/00/04/69/tn_DPK013632.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/49/56/tn_DSKT299444.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/56/tn_DSKT299445.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/56/tn_DSKT299446.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/56/tn_DSKT299447.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/56/tn_DSKT299443.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/56/tn_DSKT299448.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/56/tn_DSKT299449.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K16417,, 소나기,The Shower ( Sonagi ),"{'director': [{'directorNm': '안재훈', 'directorEnNm': 'An Jae-hun', 'directorId': '00134301'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '국민 첫사랑  소나기 ,감성 웰메이드 애니메이션으로 찾아오다!매일같이 개울가에 나와 징검다리 한 가운데서 놀고 있는 소녀.수줍은 소년은 소녀에게 비켜 달라 말 한마디 건네지 못한 채 그렇게 며칠을 서성인다. 갑작스러운 소나기에 함께 비를 피하다 가까워지는 두 사람,하지만 소녀에겐 말하지 못한 비밀이 있는데… 8월, 그 여름의 첫사랑이 찾아옵니다!'}, {'plotLang': '영어', 'plotText': 'A girl spends time on one of the stepping stones at a brook, whilst a boy stays put awkwardly for days as she’s blocking his way. As the girl breaks the silence and the two start to get along, having fun together in the mountains, a sudden shower of rain pours down and the girl falls ill….'}]}",48,전체관람가,드라마,20170831,,http://file.koreafilm.or.kr/thm/02/00/04/47/tn_DPK012547.jpg|http://file.koreafilm.or.kr/thm/02/00/04/46/tn_DPK012521.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/49/56/tn_DSKT299439.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/56/tn_DSKT299440.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/56/tn_DSKT299441.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/56/tn_DSKT299442.jpg,"{'vod': [{'vodClass': '예고편(메인)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/16417/own/videoData'}, {'vodClass': '메이킹()', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/16417/own/videoData'}, {'vodClass': '예고편(설렘주의보 예고)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/16417/own/videoData'}, {'vodClass': '예고편(티저)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/16417/own/videoData'}]}",
F39563,, 어 퍼펙트 데이,A Perfect Day,"{'director': [{'directorNm': '페르난도 레온 데 아라노아', 'directorEnNm': '', 'directorId': ''}]}",스페인,"{'plot': [{'plotLang': '한국어', 'plotText': '하루라는 제한적 시간 동안 진행되는 미션 수행 트립 프로젝트!“절대 못 잊을 거야!” – 하루의 끝에서 만난 최고의 순간!전쟁 직후, 발칸반도 한 마을. 유일한 식수공급원인 우물에 누군가 악의적으로 시체를 던져 오염시킨다. 구호요원 맘브루(베니치오 델 토로)는 시체를 꺼내려 하지만, 끌어 올리던 밧줄이 끊어져 버린다. 24시간 안에 시체를 꺼내지 않으면 더 이상 우물을 사용할 수 없게 된다!!시시껄렁한 농담을 즐기는 맘브루의 파트너 B(팀 로빈스), 열혈신참요원 소피(멜라니 티에리), 현장 분석가 카티야(올가 쿠릴렌코)가 팀에 합류한다. 이들은 UN 베이스캠프로 지원 요청하지만 지뢰 위험성을 이유로 시체를 그냥 두라는 황당한 명령을 받는다. 상황은 생각지 못했던 방향으로 꼬여 가는데… 와중에 일행의 차에 꼬마 니콜라(안토니오 프라닉)가 뛰어든다…!'}, {'plotLang': '한국어', 'plotText': ' 어 퍼펙트 데이 는 1995년 발칸반도, 예측불허의 휴전 상황 속 24시간 이내에 마을에 생명수를 공급하기 위한 국제구호요원들의 고군분투를 그린 오프로드 휴먼 드라마'}]}",106,15세관람가,드라마,20170921,,http://file.koreafilm.or.kr/thm/02/00/04/47/tn_DPF013720.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/06/tn_DSFT073714.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/06/tn_DSFT073715.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/06/tn_DSFT073716.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/06/tn_DSFT073717.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/06/tn_DSFT073718.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/06/tn_DSFT073719.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/06/tn_DSFT073720.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/06/tn_DSFT073721.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/06/tn_DSFT073722.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/06/tn_DSFT073723.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F39541,, 비마나 미스터리,The Objective,"{'director': [{'directorNm': '다니엘 미릭', 'directorEnNm': '', 'directorId': ''}]}",모로코,"{'plot': [{'plotLang': '한국어', 'plotText': '모하메드 아반이라는 자와 접촉하기 위해 아프가니스탄으로 파견된 CIA 요원 케인스는 그곳에서 임무에 충실한 것처럼 보인다. 함께 파병된 정예부대는 케인스의 지휘 하에, 단순한 정찰임무로 생각하며 적의 방해에도 꿋꿋이 임무를 완수하려고 돕는다. 하지만 그들은 사막에서 아반이 아닌 다른 무엇인가에 맞닥뜨리고 이해할 수 없는 현상이나 설명할 수 없는 동료들의 죽음에 점점 하나씩 지쳐간다. 결국 진실이 따로 있음을 간파한 팀원들은 케인스 요원에게 사실을 말해줄 것을 요구하는데'}]}",90,15세관람가,"SF,스릴러,액션",20170727,,http://file.koreafilm.or.kr/thm/02/00/04/46/tn_DPF013641.jpg,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F39538,, 하늘이 기다려,Heaven Will Wait,"{'director': [{'directorNm': '마리-캐스틸 멘션-솨아', 'directorEnNm': '', 'directorId': ''}]}",프랑스,"{'plot': [{'plotLang': '한국어', 'plotText': '“죽는다 해도 그곳으로 갈거에요”평범한 여학생이었던 소냐와 멜라니. 어느 날 소냐는 IS 조직에 가담해 테러를 계획했다는 혐의로 무장 경비대에게 잡혀 보호관찰을 받게 된다. 한편, 할머니의 죽음으로 슬퍼하던 멜라니는 SNS에서 만난 ‘왕자님’이라는 남자친구로 인해 위로를 얻고 그와 함께 더 나은 세상을 만들기 위해 시리아로 갈 계획을 세우는데…이것은 단순한 10대의 반항이 아니다.평화롭던 그들의 일상 속에 서서히 스며든 IS, 과연 무엇이 소녀들을 그렇게 만들었는가?'}]}",104,15세관람가,드라마,20170720,,http://file.koreafilm.or.kr/thm/02/00/04/46/tn_DPF013631.jpg,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K16347,, 청년경찰,Midnight Runners ( Cheongnyeongyeongchal ),"{'director': [{'directorNm': '김주환', 'directorEnNm': 'Kim Ju-hwan', 'directorId': '00148338'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '현장경험 전무, 수사는 책으로 배웠다!“그냥 우리가 잡아볼게요”의욕충만 경찰대생 기준(박서준) X 이론백단 경찰대생 희열(강하늘)둘도 없는 친구인 두 사람은 외출을 나왔다 우연히 납치 사건을 목격하게 된다.목격자는 오직 두 사람 뿐! 기준과 희열은 학교에서 배운 대로 지체 없이 경찰에 신고한다.하지만 복잡한 절차와 부족한 증거로 수사는 전혀 진행될 기미가 보이지 않는 상황!1분 1초가 급박한 상황에서 아까운 시간만 흘러가자, 기준과 희열은 직접 발로 뛰는 수사에 나서기로 하고예측 불가능한 상황을 마주하게 되는데…전공지식 총동원! 파릇파릇한 놈들의 혈기왕성 실전수사가 시작된다!'}, {'plotLang': '영어', 'plotText': 'Forget the sense of duty and justice! Two apathetic police academy recruits who become best buddies through the tough training together witness a woman being abducted right before their very eyes. As they were taught in the academy, they quickly report the incident to the police, but the police are in no hurry to jump on the case. So the duo decide to take the matter into their own hands and rescue the woman.'}]}",108,15세관람가,액션,20170809,"경찰대학생,의욕충만,혈기왕성,사회초년생,초보",http://file.koreafilm.or.kr/thm/02/00/04/44/tn_DPK012482.jpg,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F39586,, 호비와 무지개 오아시스 대모험,Shimajiro’s Wow! Shimajiro And Rainbow Oasis,"{'director': [{'directorNm': '히라바야시 이사무', 'directorEnNm': '', 'directorId': ''}]}",일본,"{'plot': [{'plotLang': '한국어', 'plotText': '내 친구 호비와 함께 떠나는 신나는 모험!두더지호를 타고 엄마를 구하러 무지개 오아시스로!호비의 장난감을 본떠 만든 레오 아저씨의 새로운 발명품은 바로두더지처럼 땅 속 곳곳을 다닐 수 있는 두더지호!두더지호를 구경하던 호비와 친구들은레오 아저씨의 실수로 그만 모래 가득한 사막에 도착하게 된다.그곳에서 귀엽고 씩씩한 새 친구 코코를 만나고,코코에게 모래바람 때문에 잃어버린 엄마 이야기를 듣게 되는데…과연 호비와 친구들은 위험에 빠진 코코의 엄마를 구할 수 있을까?'}]}",60,전체관람가,아동,20170907,,http://file.koreafilm.or.kr/thm/02/00/04/46/tn_DPF013683.jpg,,"{'vod': [{'vodClass': '예고편()', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39586/own/videoData'}]}",
F39433,, 앤트보이: 레드퓨리의 복수,Antboy: Revenge of the Red Fury,"{'director': [{'directorNm': '에스크 해쎌바르크', 'directorEnNm': '', 'directorId': ''}]}","덴마크,독일","{'plot': [{'plotLang': '', 'plotText': ''}]}",90,전체관람가,"어드벤처,코메디,가족",20170629,,http://file.koreafilm.or.kr/thm/02/00/04/43/tn_DPF013481.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/47/99/tn_DSFT073378.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/99/tn_DSFT073379.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/99/tn_DSFT073380.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/99/tn_DSFT073381.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/99/tn_DSFT073382.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/99/tn_DSFT073383.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/99/tn_DSFT073384.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/99/tn_DSFT073385.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/99/tn_DSFT073386.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/99/tn_DSFT073377.jpg,"{'vod': [{'vodClass': '예고편()', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39433/own/videoData'}]}",
F39587,, 미스터 쉐프,Cook Up a Storm,"{'director': [{'directorNm': '엽위민', 'directorEnNm': 'Wai Man Yip', 'directorId': '00122880'}]}","홍콩,중국","{'plot': [{'plotLang': '한국어', 'plotText': ""천재 쉐프들이 펼치는 화려한 요리의 신세계!프랑스 미슐랭 3스타에 빛나는 천재 셰프 안 폴(정용화)은 세계적인 레스토랑의 제안을 거부하고, 자신만의 레스토랑을 개업하기로 한다. 서양식 고급 레스토랑을 개업한 안 폴은 레스토랑 앞 허름한 동네 식당 '칠기'의 숨은 고수 고천기(사정봉)를 마주친다. 두 천재요리사의 만남에 세간의 관심이 모아지는 가운데, 선의의 경쟁을 하게 된 두 사람은 세계 요리대회에 출전해 우승컵을 다투게 되는데 …""}]}",96,12세관람가,드라마,20170818,,http://file.koreafilm.or.kr/thm/02/00/04/46/tn_DPF013680.jpg,,"{'vod': [{'vodClass': '예고편(30초)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39587/own/videoData'}, {'vodClass': '예고편(30초)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39587/own/videoData'}, {'vodClass': '예고편(무삭제)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39587/own/videoData'}]}",
F39472,, 혹성탈출: 종의 전쟁,War for the Planet of the Apes,"{'director': [{'directorNm': '맷 리브스', 'directorEnNm': 'Matt Reeves', 'directorId': '00101236'}]}",미국,"{'plot': [{'plotLang': '한국어', 'plotText': '퇴화하는 인간 VS 진화하는 유인원전 세계에 퍼진 치명적인 바이러스 ‘시미안 플루’로 인해 유인원들은 나날이 진화하는 반면, 살아남은 인간들은 점차 지능을 잃고 퇴화해 간다. 인간과 공존할 수 있다고 믿었던 진화한 유인원의 리더 시저(앤디 서키스)는 유인원들을 몰살하려는 인간군 대령(우디 해럴슨)에 의해 가족과 동료들을 무참히 잃고 분노한다. 진화한 유인원이 언젠가 인간을 지배하게 될 지도 모른다는 두려움과 인류의 생존을 위해서 인간성마저도 버려야 한다는 대령과 더 이상의 자비와 공존은 없다며 가족과, 자유와, 터전을 위해 전쟁에 나서게 된 시저. 종의 운명과 지구의 미래를 결정할 피할 수 없는 전쟁. 과연, 최후는 어떻게 될 것인가!'}]}",140,12세관람가,"액션,SF,어드벤처",20170815,,http://file.koreafilm.or.kr/thm/02/00/04/45/tn_DPF013579.jpg,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K16358,, 종로3가역2번출구,Jongno 3rd Street Station Exit Number 2 ( Jongno3gayeok2beonchulgu ),"{'director': [{'directorNm': '권중목', 'directorEnNm': 'KWEON Jung-mok', 'directorId': '00195218'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '일반회사와 조금 다른 경훈의 회사.계약직 직원이 1년근무를 한달 앞 두고 그들에게는 합리적인 방법으로 항상 직원을 해고 해왔다. 또한 업무능력 제로의 한 여직원이 한순간에 회사 실세가 된 이유는 무엇일까?'}, {'plotLang': '영어', 'plotText': 'The company that Kyung-hoon goes to is little different from other companies. They have been continuously laying contractors off a month prior to their one-year term with good reason. Also, how did this useless female employee suddenly become so influential in a company?'}]}",116,18세관람가(청소년관람불가),드라마,20171207,,http://file.koreafilm.or.kr/thm/02/00/04/47/tn_DPK012562.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/49/45/tn_DSKT299004.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/45/tn_DSKT299005.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/45/tn_DSKT299006.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/45/tn_DSKT299007.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/45/tn_DSKT299008.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/45/tn_DSKT299009.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/45/tn_DSKT299010.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/45/tn_DSKT299011.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/46/tn_DSKT299012.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/46/tn_DSKT299013.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
